Sr.No.,Cut Off Merit (Score),Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type,Institue Code
1254,92491 (3.3030858),620361210,Mechanical Engineering,CET,AI to AI,AI,
1255,92498 (3.2636168),413324510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1256,92503 (3.2379076),315437210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1257,92513 (3.1184143),212619110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1258,92525 (3.0224575),664329310,Electrical Engineering,CET,AI to AI,AI,
1259,92572 (2.8088179),419029310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1260,92596 (2.6418893),111737210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1261,92633 (2.4401990),664037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1262,92654 (2.3511222),627561210,Mechanical Engineering,CET,AI to AI,AI,
1263,92656 (2.3511222),626961210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1264,92663 (2.2830472),112761210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
1265,92691 (2.0885989),632661210,Mechanical Engineering,CET,AI to AI,AI,
1266,92709 (1.9937284),112719110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1267,92719 (1.9473795),622029310,Electrical Engineering,CET,AI to AI,AI,
,,,,,,,
1268,92720 (1.9354301),622037210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1269,92724 (1.9256534),679729310,Electrical Engineering,CET,AI to AI,AI,
1270,92746 (1.7728468),532229310,Electrical Engineering,CET,AI to AI,AI,
1271,92766 (1.5874510),516819110,Civil Engineering,CET,AI to AI,AI,
1272,92767 (1.5874510),618219110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1273,92770 (1.5729670),675629310,Electrical Engineering,CET,AI to AI,AI,
1274,92771 (1.5686218),622337210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1275,92785 (1.5179276),664361210,Mechanical Engineering,CET,AI to AI,AI,
1276,92832 (1.2698884),680319110,Civil Engineering,CET,AI to AI,AI,
1277,92859 (1.1464119),680329310,Electrical Engineering,CET,AI to AI,AI,
1278,92869 (1.0957178),632637210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1279,92880 (1.0247460),516924510,Computer Engineering,CET,AI to AI,AI,
,,,,,,,
1280,92881 (1.0247460),626919110,Civil Engineering,CET,AI to AI,AI,
,,,,,,,
1281,92895 (0.9295134),212737210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1282,92900 (0.8994590),622361210,Mechanical Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1283,92908 (0.8197968),510461210,Mechanical Engineering,CET,AI to AI,AI,5104
1284,92928 (0.6706112),321661210,Mechanical Engineering,CET,AI to AI,AI,
1285,92944 (0.5797238),678119110,Civil Engineering,CET,AI to AI,AI,
1286,92956 (0.5308401),675619110,Civil Engineering,CET,AI to AI,AI,6756
1287,92967 (0.4127952),680337210,Electronics and Telecommunication,CET,AI to AI,AI,6803
,,,Engg,,,,
1288,92976 (0.3302362),317519120,Civil Engineering,CET,AI to AI,AI,3175
1289,92981 (0.3153900),413537210,Electronics and Telecommunication,CET,AI to AI,AI,4135
,,,Engg,,,,
1290,92999 (0.2585402),118219110,Civil Engineering,CET,AI to AI,AI,1182
1291,93011 (0.1977072),632619110,Civil Engineering,CET,AI to AI,AI,6326
1292,93026 (0.0669887),517761210,Mechanical Engineering,CET,AI to AI,AI,5177
1293,93032 (0.0148461),664937210,Electronics and Telecommunication,CET,AI to AI,AI,6649
,,,Engg,,,,
1294,99771 (50),414419110,Civil Engineering,CET,AI to AI,AI,4144
1295,99866 (50),518129310,Electrical Engineering,CET,AI to AI,AI,5181
,,,,,,,
1296,99953 (50),532224510,Computer Engineering,CET,AI to AI,AI,5322
1297,100000 (50),680319110,Civil Engineering,CET,AI to AI,AI,6803
1298,100001 (50),663419110,Civil Engineering,CET,AI to AI,AI,6634
1299,100074 (50),335119110,Civil Engineering,CET,AI to AI,AI,
1300,100078 (50),322237210,Electronics and Telecommunication,CET,AI to AI,AI,
,,,Engg,,,,
1301,100236 (49),517919110,Civil Engineering,CET,AI to AI,AI,5179
1302,100239 (49),679419110,Civil Engineering,CET,AI to AI,AI,6794
1303,100359 (49),538219110,Civil Engineering,CET,AI to AI,AI,5382
,,,,,,,
1304,100387 (49),212629310,Electrical Engineering,CET,AI to AI,AI,2126
,,,,,,,
1305,100494 (49),211361220,Mechanical Engineering,CET,AI to AI,AI,2113
1306,100530 (49),626937210,Electronics and Telecommunication,CET,AI to AI,AI,6269
,,,Engg,,,,
1307,100556 (49),627537210,Electronics and Telecommunication,CET,AI to AI,AI,6275
,,,Engg,,,,
1308,100611 (49),335137210,Electronics and Telecommunication,CET,AI to AI,AI,3351
,,,Engg,,,,
1309,100649 (49),675729310,Electrical Engineering,CET,AI to AI,AI,6757
,,,,,,,
,,,,,,,
,,,,,,,
1310,100670 (49),510437210,Electronics and Telecommunication,CET,AI to AI,AI,5104
,,,Engg,,,,
1311,100735 (49),631324510,Computer Engineering,CET,AI to AI,AI,6313
1312,100778 (49),510724510,Computer Engineering,CET,AI to AI,AI,5107
1313,100815 (49),679461210,Mechanical Engineering,CET,AI to AI,AI,6794
1314,100829 (49),663229310,Electrical Engineering,CET,AI to AI,AI,
1315,100905 (49),663261210,Mechanical Engineering,CET,AI to AI,AI,
1316,100913 (49),618761210,Mechanical Engineering,CET,AI to AI,AI,6187
1317,100951 (48),646629310,Electrical Engineering,CET,AI to AI,AI,6466
,,,,,,,
1318,100989 (48),413737210,Electronics and Telecommunication,CET,AI to AI,AI,4137
,,,Engg,,,,
1319,101158 (48),430461210F,Mechanical Engineering,CET,AI to AI,AI,4304
,,,,,,,
1320,101205 (48),126535610,Electrical Engg[Electronics and Power],CET,AI to AI,AI,1265
1321,101245 (48),632419110,Civil Engineering,CET,AI to AI,AI,6324
1322,101375 (48),618561220,Mechanical Engineering,CET,AI to AI,AI,6185
1323,101444 (48),346229310,Electrical Engineering,CET,AI to AI,AI,3462
1324,101445 (48),510519110,Civil Engineering,CET,AI to AI,AI,5105
1325,101547 (48),630837210,Electronics and Telecommunication,CET,AI to AI,AI,6308
,,,Engg,,,,
1326,101577 (48),616037210,Electronics and Telecommunication,CET,AI to AI,AI,6160
,,,Engg,,,,
1327,101642 (47),678019110,Civil Engineering,CET,AI to AI,AI,6780
,,,,,,,
1328,101731 (47),111961210,Mechanical Engineering,CET,AI to AI,AI,1119
,,,,,,,
1329,101746 (47),612261220,Mechanical Engineering,CET,AI to AI,AI,6122
1330,101771 (47),627737610,Electronics Engineering,CET,AI to AI,AI,6277
,,,,,,,
1331,101776 (47),681524510,Computer Engineering,CET,AI to AI,AI,6815
1332,101785 (47),213829310,Electrical Engineering,CET,AI to AI,AI,2138
1333,101870 (47),530324510,,CET,AI to AI,AI,5303
1334,101872 (47),320037610,,CET,AI to AI,AI,3200
1335,101899 (47),632624210,Computer Science and Engineering,CET,AI to AI,AI,6326
1336,101922 (47),663219110,Civil Engineering,CET,AI to AI,AI,6632
,,,,,,,
,,,,,,,
,,,,,,,
1337,102103 (47),344524510,,CET,AI to AI,AI,
1338,102116 (47),112761210,,CET,AI to AI,AI,
1339,102149 (47),110537220,Electronics and Telecommunication Engg,CET,AI to AI,AI,
1340,102159 (47),343661210,Mechanical Engineering,CET,AI to AI,AI,
1341,102362 (46),664461210,Mechanical Engineering,CET,AI to AI,AI,
1342,102457 (46),517719110,Civil Engineering,CET,AI to AI,AI,
1343,102561 (46),320629310,Electrical Engineering,CET,AI to AI,AI,
1344,102624 (46),626937610,,CET,AI to AI,AI,
1345,102646 (46),346219110,Civil Engineering,CET,AI to AI,AI,
1346,102665 (46),533061210,Mechanical Engineering,CET,AI to AI,AI,
1347,102750 (45),518319110,,CET,AI to AI,AI,
1348,102780 (45),538024510,Computer Engineering,CET,AI to AI,AI,
1349,102821 (45),257319110,Civil Engineering,CET,AI to AI,AI,
1350,102931 (45),631560210,Automobile Engineering,CET,AI to AI,AI,
1351,102945 (45),212737210,Electronics and Telecommunication Engg,CET,AI to AI,AI,
1352,103003 (45),213024210,Computer Science and Engineering,CET,AI to AI,AI,
1353,103008 (45),675937210,Electronics and Telecommunication Engg,CET,AI to AI,AI,
1354,103083 (45),225419110,Civil Engineering,CET,AI to AI,AI,
1355,103149 (45),335361210,,CET,AI to AI,AI,
1356,103151 (45),675919110,Civil Engineering,CET,AI to AI,AI,
1357,103157 (45),461319110,Civil Engineering,CET,AI to AI,AI,
1358,103187 (45),112319110,Civil Engineering,CET,AI to AI,AI,
1359,103192 (45),413861210,Mechanical Engineering,CET,AI to AI,AI,
1360,103272 (44),664437210,Electronics and Telecommunication Engg,CET,AI to AI,AI,
1361,103307 (44),214161210,,CET,AI to AI,AI,
1362,103336 (44),539061210,,CET,AI to AI,AI,
1363,103411 (44),629861220,Mechanical Engineering,CET,AI to AI,AI,
1364,103421 (44),347719110,Civil Engineering,CET,AI to AI,AI,
1365,103464 (44),663461210,Mechanical Engineering,CET,AI to AI,AI,
1366,103475 (44),418819110,Civil Engineering,CET,AI to AI,AI,
1367,103480 (44),518429310,,CET,AI to AI,AI,
1368,103510 (44),632637210,Electronics and Telecommunication Engg,CET,AI to AI,AI,
1369,103553 (44),344024510,Computer Engineering,CET,AI to AI,AI,
1370,103649 (43),253361210,Mechanical Engineering,CET,AI to AI,AI,
1371,103651 (43),419224210,,CET,AI to AI,AI,
1372,103726 (43),414761220,Mechanical Engineering,CET,AI to AI,AI,
1373,103745 (43),213624510,Computer Engineering,CET,AI to AI,AI,
1374,103751 (43),118019110,Civil Engineering,CET,AI to AI,AI,
1375,103760 (43),319360610,Production Engineering,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1376,103824 (43),664019110,Civil Engineering,CET,AI to AI,AI,
1377,103879 (42),618419110,,CET,AI to AI,AI,
1378,103882 (42),251619110,Civil Engineering,CET,AI to AI,AI,
1379,103906 (42),646619110,,CET,AI to AI,AI,
1380,103913 (42),683961210,Mechanical Engineering,CET,AI to AI,AI,
1381,103930 (42),622361210,,CET,AI to AI,AI,
1382,103948 (42),618261210,,CET,AI to AI,AI,
1383,103949 (42),613861210,,CET,AI to AI,AI,
1384,103960 (42),631161210,,CET,AI to AI,AI,
1385,103964 (42),679737210,Electronics and Telecommunication Engg,CET,AI to AI,AI,
1386,103970 (42),213824210,Computer Science and Engineering,CET,AI to AI,AI,
1387,103983 (42),660919110,Civil Engineering,CET,AI to AI,AI,
1388,103991 (42),622319110,,CET,AI to AI,AI,
1389,104016 (42),510337610,,CET,AI to AI,AI,
1390,104017 (42),631929310,,CET,AI to AI,AI,
1391,104071 (42),675761210,Mechanical Engineering,CET,AI to AI,AI,
1392,104073 (42),322229310,,CET,AI to AI,AI,
1393,104108 (42),630361210,,CET,AI to AI,AI,
1394,104122 (41),211619110,,CET,AI to AI,AI,
1395,104218 (41),679761210,Mechanical Engineering,CET,AI to AI,AI,
1396,104236 (41),419529310,,CET,AI to AI,AI,
1397,104284 (41),664419110,Civil Engineering,CET,AI to AI,AI,
1398,104298 (41),346737210,,CET,AI to AI,AI,
1399,104317 (40),411824510,Computer Engineering,CET,AI to AI,AI,
1400,104333 (40),346719110,,CET,AI to AI,AI,
1401,104334 (40),518461210,,CET,AI to AI,AI,
1402,104348 (40),257329310,Electrical Engineering,CET,AI to AI,AI,
1403,104366 (40),664361210,Mechanical Engineering,CET,AI to AI,AI,
1404,104372 (40),516824510,Computer Engineering,CET,AI to AI,AI,
1405,104391 (40),516919110,,CET,AI to AI,AI,
1406,104407 (40),512537210,,CET,AI to AI,AI,
1407,104431 (40),211229310,,CET,AI to AI,AI,
1408,104435 (40),512424610,,CET,AI to AI,AI,
1409,104451 (40),646624210,,CET,AI to AI,AI,
1410,104465 (39),213461210,Mechanical Engineering,CET,AI to AI,AI,
1411,104474 (39),539619110,,CET,AI to AI,AI,
1412,104481 (39),112619110,,CET,AI to AI,AI,
1413,104490 (39),213819110,Civil Engineering,CET,AI to AI,AI,
1414,104496 (39),630737210,,CET,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
1415,104527 (39),213361210,Mechanical Engineering,CET,AI to AI,AI,2133
1416,104531 (39),679729310,Electrical Engineering,CET,AI to AI,AI,6797
1417,104532 (39),412337610,,CET,AI to AI,AI,4123
1418,104538 (39),430219110,,CET,AI to AI,AI,4302
1419,104539 (39),322260210,,CET,AI to AI,AI,3222
1420,104579 (39),111761210,,CET,AI to AI,AI,1117
1421,104582 (39),343660210,Automobile Engineering,CET,AI to AI,AI,3436
1422,104584 (39),111937210,,CET,AI to AI,AI,1119
1423,104593 (39),662061210,Mechanical Engineering,CET,AI to AI,AI,6620
1424,104606 (38),114829310,Electrical Engineering,CET,AI to AI,AI,1148
1425,104654 (38),518361210,,CET,AI to AI,AI,5183
1426,104663 (38),632619110,Civil Engineering,CET,AI to AI,AI,6326
1427,104675 (38),320260210,Automobile Engineering,CET,AI to AI,AI,3202
1428,104684 (37),113019110,,CET,AI to AI,AI,1130
1429,104695 (37),110737210,,CET,AI to AI,AI,1107
1430,104739 (36),251624210,Computer Science and Engineering,CET,AI to AI,AI,
1431,104751 (36),321637210,Electronics and Telecommunication Engg,CET,AI to AI,AI,
1432,104756 (36),516924510,,CET,AI to AI,AI,5169
1433,104842 (34),212937610,Electronics Engineering,CET,AI to AI,AI,2129
1434,104875 (32),211219110,,CET,AI to AI,AI,2112
1435,104885 (31),112137210,,CET,AI to AI,AI,1121
1436,104887 (31),613819110,,CET,AI to AI,AI,6138
1437,104902 (29),622337210,,CET,AI to AI,AI,6223
